,City Name,Lat,Lng,Max_temp,Humidity,Cloudiness,Wind,Country,Date
300,ilabaya,-17.42,-70.51,52.36,47.0,22.0,0.85,PE,1595554871.0
301,nsunga,-1.14,31.39,62.46,78.0,44.0,0.27,TZ,1595554871.0
302,vostok,46.49,135.88,68.81,77.0,91.0,2.46,RU,1595554871.0
303,bell ville,-32.63,-62.69,37.99,88.0,37.0,5.99,AR,1595554871.0
304,geisenheim,49.98,7.97,64.0,51.0,20.0,3.36,DE,1595554871.0
305,ampanihy,-24.7,44.75,56.08,79.0,0.0,10.02,MG,1595554871.0
306,mabaruma,8.2,-59.78,76.17,92.0,100.0,3.94,GY,1595554871.0
307,san patricio,19.22,-104.7,82.4,74.0,75.0,6.67,MX,1595554872.0
308,porbandar,21.64,69.61,84.07,78.0,100.0,14.54,IN,1595554872.0
309,bathsheba,13.22,-59.52,82.4,69.0,20.0,9.17,BB,1595554872.0
310,ixtapa,20.7,-105.2,79.0,88.0,90.0,5.82,MX,1595554872.0
311,tautira,-17.73,-149.15,77.0,73.0,75.0,4.7,PF,1595554872.0
312,malmesbury,-33.46,18.73,63.0,71.0,0.0,5.82,ZA,1595554872.0
313,solginskiy,61.05,41.34,55.38,96.0,100.0,5.1,RU,1595554872.0
314,bethel,41.37,-73.41,73.99,94.0,100.0,4.0,US,1595554872.0
315,longyearbyen,78.22,15.64,46.4,93.0,75.0,8.05,SJ,1595554873.0
316,narsaq,60.92,-46.05,51.8,81.0,100.0,1.12,GL,1595554873.0
317,bulgan,48.81,103.53,64.65,71.0,56.0,3.74,MN,1595554873.0
318,pisco,-13.7,-76.22,63.0,82.0,0.0,6.93,PE,1595554640.0
319,nueva gerona,21.88,-82.8,83.8,73.0,100.0,15.46,CU,1595554873.0
320,turukhansk,65.82,87.98,55.67,71.0,100.0,7.65,RU,1595554873.0
321,laguna,38.42,-121.42,88.0,31.0,1.0,11.41,US,1595554873.0
322,boone,39.03,-92.33,84.99,70.0,1.0,5.82,US,1595554874.0
324,sitka,57.05,-135.33,59.0,77.0,40.0,10.29,US,1595554844.0
325,guerrero negro,27.98,-114.06,67.35,77.0,0.0,17.6,MX,1595554874.0
327,manjacaze,-24.71,33.88,57.04,92.0,3.0,3.4,MZ,1595554874.0
328,turinskaya sloboda,57.62,64.39,57.15,71.0,0.0,8.63,RU,1595554874.0
329,whitehorse,60.72,-135.05,59.0,62.0,75.0,5.82,CA,1595554874.0
330,sarakhs,36.54,61.16,78.8,44.0,0.0,4.7,IR,1595554875.0
331,vao,-22.67,167.48,69.8,81.0,4.0,18.77,NC,1595554875.0
332,richards bay,-28.78,32.04,58.12,77.0,1.0,4.97,ZA,1595554875.0
333,imeni poliny osipenko,52.42,136.49,71.56,58.0,0.0,5.19,RU,1595554875.0
334,codrington,-38.27,141.97,52.25,70.0,100.0,12.95,AU,1595554875.0
335,bubaque,11.28,-15.83,79.9,84.0,100.0,14.29,GW,1595554875.0
336,pangody,65.85,74.49,53.69,63.0,0.0,14.43,RU,1595554875.0
337,bonga,7.28,36.23,56.53,89.0,97.0,1.88,ET,1595554875.0
338,lompoc,34.64,-120.46,64.99,72.0,4.0,12.75,US,1595554876.0
339,luena,-11.78,19.92,47.84,56.0,0.0,4.41,AO,1595554876.0
340,oruro,-17.98,-67.15,42.15,50.0,67.0,3.02,BO,1595554876.0
341,ottawa,45.41,-75.7,70.0,77.0,20.0,6.93,CA,1595554876.0
342,filadelfia,39.95,-75.16,87.8,66.0,75.0,6.93,US,1595554843.0
343,kruisfontein,-34.0,24.73,61.81,28.0,0.0,9.37,ZA,1595554876.0
344,sabang,5.89,95.32,81.41,74.0,100.0,3.94,ID,1595554876.0
345,talnakh,69.49,88.4,48.2,81.0,23.0,26.84,RU,1595554876.0
346,vazante,-17.99,-46.91,61.97,49.0,0.0,3.11,BR,1595554877.0
347,kattivakkam,13.22,80.32,82.4,78.0,40.0,4.7,IN,1595554877.0
348,road town,18.42,-64.62,82.99,87.0,67.0,15.99,VG,1595554821.0
349,callaway,30.15,-85.57,77.0,88.0,75.0,9.17,US,1595554877.0
350,soyo,-6.13,12.37,70.41,86.0,8.0,2.46,AO,1595554877.0
351,college,64.86,-147.8,66.2,52.0,75.0,11.41,US,1595554877.0
352,esperance,-33.87,121.9,59.59,61.0,14.0,10.6,AU,1595554877.0
354,medicine hat,50.05,-110.67,84.0,42.0,90.0,14.99,CA,1595554878.0
355,marsa matruh,31.35,27.25,73.24,79.0,0.0,7.34,EG,1595554878.0
356,hede,33.77,120.25,76.68,72.0,4.0,16.31,CN,1595554878.0
357,bhigvan,18.32,74.77,74.16,90.0,100.0,5.19,IN,1595554878.0
358,aketi,2.74,23.78,68.99,91.0,100.0,1.3,CD,1595554878.0
360,gizo,-8.1,156.84,83.89,76.0,79.0,9.48,SB,1595554878.0
361,hasaki,35.73,140.83,81.0,83.0,75.0,3.36,JP,1595554879.0
363,jumla,29.27,82.18,66.0,62.0,68.0,0.65,NP,1595554879.0
364,mirnyy,62.54,113.96,69.8,68.0,0.0,8.95,RU,1595554879.0
365,antalaha,-14.9,50.28,67.89,88.0,100.0,14.7,MG,1595554879.0
366,valparaiso,-33.04,-71.63,50.0,93.0,34.0,4.65,CL,1595554790.0
367,kavaratti,10.57,72.64,82.24,80.0,100.0,12.39,IN,1595554879.0
368,cardoso,-20.08,-49.91,69.12,44.0,0.0,5.08,BR,1595554879.0
369,kinsale,51.71,-8.53,57.2,87.0,75.0,4.7,IE,1595554879.0
370,namwala,-15.75,26.44,44.4,79.0,0.0,4.05,ZM,1595554880.0
371,batagay,67.63,134.63,82.51,28.0,0.0,8.05,RU,1595554880.0
372,bayji,34.93,43.49,87.06,16.0,0.0,4.03,IQ,1595554880.0
373,kovdor,67.57,30.48,51.96,95.0,98.0,2.98,RU,1595554880.0
374,launceston,-41.45,147.17,43.0,93.0,90.0,4.7,AU,1595554880.0
375,akyab,20.15,92.9,82.02,84.0,100.0,11.59,MM,1595554880.0
376,rio gallegos,-51.62,-69.22,35.6,64.0,40.0,16.11,AR,1595554880.0
377,acarau,-2.89,-40.12,77.77,81.0,100.0,13.06,BR,1595554881.0
378,morrope,-6.54,-80.01,61.9,83.0,8.0,17.65,PE,1595554881.0
379,trapani,37.83,12.67,77.0,49.0,0.0,1.12,IT,1595554881.0
380,kieta,-6.22,155.63,86.31,62.0,100.0,5.68,PG,1595554881.0
381,karratha,-20.74,116.85,76.05,37.0,0.0,11.83,AU,1595554644.0
382,makakilo city,21.35,-158.09,89.6,40.0,20.0,6.93,US,1595554881.0
383,mount gambier,-37.83,140.77,52.14,65.0,100.0,9.89,AU,1595554881.0
384,maceio,-9.67,-35.74,69.8,88.0,20.0,1.12,BR,1595554881.0
385,gympie,-26.19,152.66,64.0,80.0,93.0,4.0,AU,1595554882.0
386,kavos,38.83,22.83,72.0,54.0,0.0,3.0,GR,1595554882.0
387,gabrovo,42.87,25.33,62.01,77.0,0.0,3.62,BG,1595554882.0
388,ilhabela,-23.78,-45.36,68.72,80.0,10.0,3.85,BR,1595554842.0
389,xunchang,28.45,104.72,78.96,89.0,100.0,1.5,CN,1595554882.0
390,lavrentiya,65.58,-171.0,55.47,61.0,100.0,8.39,RU,1595554882.0
391,swift current,50.28,-107.8,75.2,73.0,75.0,5.82,CA,1595554882.0
392,mezen,65.85,44.24,61.84,84.0,53.0,9.64,RU,1595554883.0
393,camana,-16.62,-72.71,60.01,79.0,80.0,10.04,PE,1595554883.0
394,mount isa,-20.73,139.5,73.4,40.0,0.0,8.05,AU,1595554883.0
395,stornoway,58.21,-6.39,54.0,87.0,100.0,3.36,GB,1595554883.0
397,chitral,35.85,71.79,75.54,38.0,0.0,3.04,PK,1595554883.0
398,meulaboh,4.14,96.13,78.42,82.0,52.0,3.58,ID,1595554883.0
399,shakhovskaya,56.03,35.51,46.35,96.0,95.0,6.62,RU,1595554883.0
400,osa,57.28,55.46,57.2,90.0,100.0,4.97,RU,1595554883.0
401,bantou,26.22,117.49,94.08,49.0,87.0,4.41,CN,1595554884.0
402,berlevag,70.86,29.09,56.77,87.0,0.0,9.26,NO,1595554884.0
403,ust-kuyga,70.02,135.6,84.72,29.0,0.0,6.89,RU,1595554884.0
404,brae,60.4,-1.35,50.0,93.0,40.0,5.82,GB,1595554884.0
405,ust-kut,56.79,105.77,75.34,41.0,0.0,3.8,RU,1595554884.0
407,marawi,8.0,124.29,84.0,73.0,57.0,5.01,PH,1595554884.0
408,ponta delgada,37.73,-25.67,64.4,72.0,20.0,3.36,PT,1595554885.0
410,hurghada,27.26,33.81,87.8,33.0,0.0,8.05,EG,1595554768.0
411,zhanaozen,43.3,52.8,74.3,33.0,0.0,4.97,KZ,1595554885.0
412,rio verde de mato grosso,-18.92,-54.84,71.15,31.0,0.0,4.38,BR,1595554885.0
413,veles,41.72,21.78,66.2,100.0,37.0,1.12,MK,1595554693.0
414,mahon,39.89,4.27,71.6,94.0,0.0,1.12,ES,1595554885.0
415,strezhevoy,60.73,77.59,53.6,87.0,20.0,2.24,RU,1595554885.0
416,chara,56.91,118.26,62.26,82.0,100.0,4.43,RU,1595554885.0
417,sistranda,63.73,8.83,53.6,81.0,40.0,11.41,NO,1595554886.0
418,lethem,3.38,-59.8,75.56,86.0,46.0,3.83,GY,1595554886.0
419,yazoo city,32.86,-90.41,79.0,100.0,40.0,9.13,US,1595554886.0
420,sakakah,29.97,40.21,89.6,18.0,20.0,11.41,SA,1595554886.0
421,longyan,25.11,117.02,92.32,52.0,91.0,3.67,CN,1595554719.0
422,fortuna,40.6,-124.16,64.0,82.0,1.0,12.75,US,1595554740.0
423,ukiah,39.15,-123.21,91.4,22.0,1.0,6.85,US,1595554886.0
425,bilibino,68.05,166.44,81.12,39.0,59.0,14.38,RU,1595554887.0
426,don sak,9.32,99.69,89.01,79.0,20.0,2.24,TH,1595554887.0
427,rawson,-43.3,-65.1,38.55,72.0,96.0,8.81,AR,1595554887.0
428,nalut,30.33,10.85,71.17,48.0,0.0,14.41,LY,1595554887.0
429,mae sai,20.43,99.88,84.99,83.0,20.0,1.12,TH,1595554887.0
431,shingu,33.73,135.98,82.4,88.0,75.0,11.41,JP,1595554887.0
432,antibes,43.56,7.13,73.4,78.0,99.0,3.36,FR,1595554887.0
433,floro,61.6,5.03,50.0,71.0,68.0,5.82,NO,1595554888.0
434,marau,-28.45,-52.2,60.08,82.0,26.0,5.64,BR,1595554888.0
435,salym,60.06,71.48,61.02,66.0,99.0,3.74,RU,1595554888.0
436,shangrao,28.45,117.97,89.22,69.0,100.0,3.44,CN,1595554797.0
437,tazovskiy,67.47,78.7,49.95,66.0,39.0,16.98,RU,1595554888.0
438,saint-augustin,51.23,-58.65,62.44,66.0,88.0,7.27,CA,1595554888.0
439,palana,59.12,159.97,53.82,67.0,0.0,8.37,RU,1595554888.0
440,san pedro,14.35,121.02,89.01,74.0,40.0,2.24,PH,1595554888.0
441,poso,-1.4,120.75,85.69,53.0,96.0,2.37,ID,1595554889.0
442,cairns,-16.92,145.77,78.8,61.0,75.0,13.87,AU,1595554683.0
443,honningsvag,70.98,25.97,52.23,94.0,9.0,2.86,NO,1595554889.0
444,banda aceh,5.56,95.32,81.57,73.0,100.0,4.27,ID,1595554656.0
445,shambu,9.57,37.1,50.81,100.0,100.0,1.05,ET,1595554889.0
446,ugoofaaru,5.67,73.0,77.81,88.0,100.0,15.01,MV,1595554889.0
447,mikhaylovka,50.06,43.24,56.61,77.0,74.0,5.08,RU,1595554889.0
448,kamenka,51.32,42.77,53.01,80.0,100.0,1.01,RU,1595554889.0
449,la orilla,17.98,-102.23,80.38,79.0,99.0,3.31,MX,1595554890.0
450,ozark,37.02,-93.21,84.99,68.0,2.0,7.34,US,1595554890.0
451,ziarat,30.38,67.73,67.35,54.0,0.0,3.04,PK,1595554890.0
452,miracema do tocantins,-9.56,-48.4,78.26,44.0,100.0,5.28,BR,1595554890.0
453,inongo,-1.95,18.27,70.45,71.0,33.0,5.06,CD,1595554890.0
454,spencer,43.14,-95.14,82.4,69.0,1.0,13.87,US,1595554890.0
455,mar del plata,-38.0,-57.56,53.01,100.0,75.0,5.82,AR,1595554840.0
456,beringovskiy,63.05,179.32,53.13,65.0,88.0,8.5,RU,1595554890.0
457,malkapur,20.88,76.2,78.85,83.0,74.0,4.23,IN,1595554891.0
458,skjervoy,70.03,20.97,49.39,91.0,100.0,2.35,NO,1595554891.0
459,erdaojiang,41.78,126.03,80.11,48.0,100.0,5.06,CN,1595554891.0
460,sorland,67.67,12.69,52.23,89.0,100.0,26.62,NO,1595554891.0
462,asosa,10.07,34.53,60.57,99.0,100.0,2.48,ET,1595554891.0
463,kahului,20.89,-156.47,89.6,43.0,40.0,23.04,US,1595554784.0
464,san quintin,30.48,-115.95,67.08,75.0,0.0,12.59,MX,1595554891.0
465,araceli,10.55,119.99,84.61,66.0,100.0,3.96,PH,1595554892.0
467,hun,29.13,15.95,68.07,66.0,0.0,0.72,LY,1595554892.0
468,kozmodemyansk,56.34,46.57,55.4,93.0,1.0,6.71,RU,1595554892.0
470,ulaanbaatar,47.91,106.88,66.2,68.0,40.0,2.24,MN,1595554653.0
471,matara,5.95,80.54,75.85,91.0,100.0,11.7,LK,1595554892.0
472,sandwick,60.0,-1.25,50.0,93.0,40.0,5.82,GB,1595554892.0
473,bardiyah,31.76,25.09,71.55,83.0,0.0,6.58,LY,1595554893.0
474,gamba,-2.65,10.0,69.93,87.0,16.0,2.01,GA,1595554893.0
475,shirokiy,49.76,129.52,73.71,83.0,100.0,7.4,RU,1595554893.0
476,terme,41.21,36.97,71.6,78.0,40.0,6.93,TR,1595554893.0
477,kallifonion,39.27,21.96,73.0,59.0,0.0,1.92,GR,1595554893.0
478,tuatapere,-46.13,167.68,46.2,69.0,85.0,11.01,NZ,1595554893.0
479,erzin,36.96,36.2,79.0,90.0,5.0,1.9,TR,1595554893.0
480,isiro,2.77,27.62,63.82,97.0,7.0,1.16,CD,1595554894.0
481,iguape,-24.71,-47.56,64.42,82.0,0.0,3.18,BR,1595554894.0
482,minuri,16.54,121.86,88.21,59.0,82.0,1.43,PH,1595554894.0
484,nefteyugansk,61.1,72.6,57.2,76.0,0.0,8.95,RU,1595554894.0
486,talkha,31.05,31.38,68.47,94.0,0.0,3.27,EG,1595554894.0
487,akashi,34.63,134.98,84.2,70.0,75.0,13.87,JP,1595554894.0
488,santa fe,-31.63,-60.7,48.0,78.0,100.0,4.0,AR,1595554754.0
489,ingham,42.6,-84.38,72.0,94.0,1.0,6.96,US,1595554895.0
490,gotsu,35.0,132.22,75.2,94.0,75.0,5.82,JP,1595554895.0
491,baculin,7.45,126.58,86.07,63.0,63.0,4.25,PH,1595554895.0
492,kirakira,-10.45,161.92,84.06,74.0,13.0,15.59,SB,1595554895.0
493,gobabis,-22.45,18.97,42.8,41.0,0.0,2.24,NA,1595554895.0
494,baykit,61.67,96.37,53.92,82.0,100.0,6.76,RU,1595554895.0
495,montepuez,-13.13,39.0,59.45,76.0,21.0,8.28,MZ,1595554895.0
497,kangaatsiaq,68.31,-53.46,46.65,85.0,87.0,15.79,GL,1595554896.0
498,tecoanapa,16.52,-98.75,81.72,77.0,9.0,5.61,MX,1595554896.0
499,grand gaube,-20.01,57.66,68.0,62.0,96.0,8.01,MU,1595554896.0
500,gazojak,41.19,61.4,77.41,41.0,0.0,6.98,TM,1595554896.0
502,kisangani,0.52,25.2,70.45,94.0,0.0,1.95,CD,1595554896.0
503,preobrazheniye,42.9,133.91,66.83,82.0,100.0,7.49,RU,1595554896.0
504,bambanglipuro,-7.95,110.28,80.56,67.0,98.0,12.97,ID,1595554897.0
505,weiz,47.22,15.62,62.01,96.0,99.0,3.65,AT,1595554897.0
506,eydhafushi,5.1,73.07,79.11,84.0,100.0,17.65,MV,1595554897.0
507,acapulco,16.86,-99.89,84.2,74.0,75.0,3.36,MX,1595554897.0
508,coquimbo,-29.95,-71.34,51.8,81.0,64.0,2.24,CL,1595554643.0
509,dabwali,29.95,74.73,88.81,43.0,24.0,9.26,IN,1595554897.0
510,camacha,33.08,-16.33,69.8,77.0,75.0,11.41,PT,1595554897.0
511,faya,18.39,42.45,69.8,88.0,73.0,6.93,SA,1595554897.0
512,nouakchott,18.09,-15.98,80.6,74.0,20.0,8.05,MR,1595554897.0
513,townsville,-19.25,146.8,75.99,68.0,20.0,8.05,AU,1595554898.0
514,auki,-8.77,160.7,86.41,66.0,0.0,5.17,SB,1595554898.0
515,tomatlan,19.93,-105.25,78.51,81.0,100.0,0.74,MX,1595554898.0
516,dubai,25.26,55.3,91.4,55.0,0.0,3.36,AE,1595554784.0
517,cockburn town,21.46,-71.14,83.21,77.0,13.0,21.65,TC,1595554898.0
518,puerto del rosario,28.5,-13.86,71.6,83.0,8.0,13.87,ES,1595554852.0
519,kemijarvi,66.71,27.43,49.96,95.0,85.0,3.76,FI,1595554898.0
520,samdari,25.82,72.58,87.71,61.0,26.0,12.8,IN,1595554899.0
521,srivardhan,18.03,73.02,81.14,81.0,100.0,3.96,IN,1595554899.0
522,calderitas,18.55,-88.25,82.74,82.0,58.0,10.36,MX,1595554899.0
523,boksitogorsk,59.47,33.85,46.29,96.0,22.0,4.47,RU,1595554899.0
524,barcelos,41.54,-8.62,66.99,93.0,40.0,5.14,PT,1595554899.0
525,yakeshi,49.28,120.73,90.28,28.0,59.0,9.91,CN,1595554899.0
526,cidreira,-30.18,-50.21,64.83,82.0,88.0,8.37,BR,1595554787.0
527,haines junction,60.75,-137.51,62.33,66.0,62.0,1.34,CA,1595554900.0
528,neyshabur,36.21,58.8,76.26,33.0,0.0,1.68,IR,1595554900.0
529,albuquerque,35.08,-106.65,73.0,73.0,75.0,12.75,US,1595554820.0
530,kiunga,-6.12,141.29,80.22,85.0,89.0,4.76,PG,1595554900.0
531,uyovu,-3.28,31.53,63.39,60.0,0.0,6.64,TZ,1595554900.0
532,naryan-mar,67.67,53.09,64.17,66.0,3.0,9.73,RU,1595554900.0
533,kloulklubed,7.04,134.26,86.0,70.0,75.0,6.93,PW,1595554900.0
534,karaton,-6.34,106.1,84.0,78.0,20.0,5.82,ID,1595554900.0
535,kumluca,36.37,30.29,82.53,35.0,0.0,3.02,TR,1595554901.0
536,mahibadhoo,3.78,72.97,81.18,78.0,97.0,12.77,MV,1595554901.0
537,salgueiro,-8.07,-39.12,68.47,62.0,99.0,17.87,BR,1595554901.0
538,tezu,27.92,96.17,76.06,85.0,100.0,2.53,IN,1595554901.0
539,laizhou,37.18,119.93,79.77,64.0,0.0,9.53,CN,1595554901.0
540,polovinnoye,54.79,65.99,63.77,86.0,91.0,17.2,RU,1595554901.0
541,luga,58.74,29.85,45.55,96.0,12.0,4.18,RU,1595554902.0
543,araouane,18.9,-3.53,98.29,22.0,96.0,4.74,ML,1595554902.0
544,noumea,-22.28,166.46,82.4,51.0,90.0,6.93,NC,1595554672.0
545,panguna,-6.32,155.48,81.9,66.0,90.0,2.98,PG,1595554902.0
546,iracoubo,5.48,-53.2,77.94,84.0,100.0,5.5,GF,1595554902.0
547,bat khela,34.62,71.97,84.9,50.0,5.0,3.71,PK,1595554902.0
548,namibe,-15.2,12.15,65.84,70.0,0.0,3.44,AO,1595554902.0
549,pavilosta,56.89,21.19,60.8,77.0,34.0,9.17,LV,1595554903.0
550,tupik,54.43,119.93,68.52,88.0,100.0,4.72,RU,1595554903.0
552,labuan,5.28,115.24,80.6,94.0,40.0,3.36,MY,1595554903.0
553,hidalgotitlan,17.78,-94.63,78.73,86.0,94.0,6.38,MX,1595554903.0
554,buraydah,26.33,43.98,87.8,52.0,73.0,5.82,SA,1595554612.0
555,omsukchan,62.53,155.8,76.84,28.0,1.0,3.89,RU,1595554903.0
557,basoko,1.24,23.62,70.83,94.0,55.0,3.27,CD,1595554904.0
558,poum,-20.23,164.02,74.17,73.0,0.0,14.34,NC,1595554904.0
559,taoudenni,22.68,-3.98,98.38,11.0,0.0,4.47,ML,1595554904.0
560,yamethin,20.43,96.15,83.82,68.0,90.0,6.73,MM,1595554904.0
561,kurumkan,54.3,110.3,69.35,67.0,60.0,3.78,RU,1595554904.0
562,soller,39.77,2.72,73.4,69.0,0.0,2.24,ES,1595554904.0
563,manati,18.43,-66.49,77.0,94.0,18.0,3.0,PR,1595554904.0
565,mandan,46.83,-100.89,84.2,83.0,20.0,12.75,US,1595554905.0
566,qaqortoq,60.72,-46.03,51.8,81.0,100.0,1.12,GL,1595554905.0
567,mae hong son,19.3,97.97,78.8,88.0,40.0,1.28,TH,1595554905.0
568,fevik,58.38,8.68,59.0,93.0,100.0,11.41,NO,1595554905.0
569,svinita,44.5,22.11,64.99,88.0,32.0,1.45,RO,1595554905.0
570,shimoda,34.67,138.95,78.8,88.0,75.0,3.36,JP,1595554905.0
571,iseyin,7.97,3.6,69.12,97.0,100.0,4.56,NG,1595554905.0
572,tucuman,-26.82,-65.22,46.4,87.0,90.0,4.7,AR,1595554906.0
573,atambua,-9.11,124.89,80.74,42.0,3.0,3.18,ID,1595554906.0
574,cabedelo,-6.98,-34.83,73.4,88.0,37.0,5.82,BR,1595554906.0
575,seydi,39.48,62.91,81.81,34.0,0.0,15.23,TM,1595554906.0
576,ust-nera,64.57,143.2,85.1,35.0,90.0,1.1,RU,1595554906.0
577,toropets,56.5,31.64,47.3,96.0,100.0,4.88,RU,1595554906.0
578,adrar,20.5,-10.07,95.56,22.0,0.0,11.52,MR,1595554906.0
579,inta,66.03,60.17,60.96,64.0,11.0,6.62,RU,1595554907.0
580,tukrah,32.53,20.58,72.99,86.0,3.0,3.53,LY,1595554907.0
581,peniche,39.36,-9.38,64.0,87.0,0.0,7.0,PT,1595554907.0
582,moerai,-22.43,-151.33,72.57,71.0,97.0,8.84,PF,1595554907.0
583,chongoyape,-6.64,-79.39,66.27,68.0,0.0,1.5,PE,1595554907.0
584,bulanash,57.28,62.0,55.42,74.0,0.0,8.14,RU,1595554907.0
585,pressbaum,48.18,16.05,66.0,29.0,81.0,0.89,AT,1595554907.0
586,lebowakgomo,-24.2,29.5,41.0,75.0,0.0,6.93,ZA,1595554908.0
588,omboue,-1.57,9.26,72.05,83.0,11.0,4.07,GA,1595554908.0
590,isangel,-19.55,169.27,80.6,78.0,75.0,10.29,VU,1595554908.0
591,hoquiam,46.98,-123.89,62.01,77.0,75.0,16.11,US,1595554908.0
592,christchurch,-43.53,172.63,53.6,37.0,0.0,1.12,NZ,1595554674.0
593,coffs harbour,-30.3,153.13,60.8,87.0,75.0,8.05,AU,1595554908.0
594,copiapo,-27.37,-70.33,50.0,76.0,20.0,4.7,CL,1595554908.0
595,ngunguru,-35.62,174.5,62.01,3.0,27.0,8.01,NZ,1595554909.0
596,ballangen,68.34,16.83,51.01,100.0,100.0,11.41,NO,1595554909.0
